address,core_days_cnt,type,note
0x3d9819210a31b4961b30ef54be2aed79b9c9cd3b,758,0,"Compound: Comptroller"
0xcffdded873554f362ac02f8fb1f02e5ada10516f,701,0,"Uniswap V2: COMP"
0x31503dcb60119a812fee820bb7042752019f2355,671,0,"SushiSwap: COMP"
0x70e36f6bf80a52b3b46b3af8e106cc0ed743e8e4,464,0,"Compound: cCOMP Token"
0x503828976d22510aad0201ac7ec88293211d23da,440,1,"Coinbase 2"
0xa25aa6dfbf6d9bbd7a6a9eb47b9f1e57a2bd92d7,423,1
0x28c6c06298d514db089934071355e5743bf21d60,404,1,Binance 14
0x5f65f7b609678448494de4c87521cdf6cef1e932,381,0,Gemini 4
0xe93381fb4c4f14bda253907b18fad305d799241a,374,1,Huobi 10
0xea4ba4ce14fdd287f380b55419b1c5b6c3f22ab6,364,0,Uniswap V3: COMP 2
0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,339,1,Binance
0x4f6742badb049791cd9a37ea913f2bac38d01279,333,1,Celsius Network: Wallet 5 
0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2,313,1,FTX Exchange
0x21a31ee1afc51d94c2efccaa2092ad1028285549,283,1,Binance 15
0xdfd5293d8e347dfe59e90efd55b2956a1343963d,281,1,Binance 16
0x74de5d4fcbf63e00296fd95d33236b9794016631,242,0,AirSwap
0xa1d8d972560c2f8144af871db508f0b0b10a3fbf,191,1,KuCoin 3
0x6cc5f688a315f3dc28a7781717a9a798a59fda7b,112,1,OKEx
0x46340b20830761efd32832a74d7169b29feb9758,107,1,Crypto.com 2
0x6262998ced04146fa42253a5c0af90ca02dfd2a3,101,1,Crypto.com
0x564286362092d8e7936f0549571a803b203aaced,98,1,Binance 3
0xd551234ae421e3bcba99a0da6d736074f22192ff,88,1,Binance 2
0x2d187a560cfbd28e1eb2f68534754b0f120459a9,87,1
0x0681d8db095565fe8a346fa0277bffde9c0edbbf,85,1,Binance 4
0xfd3dfb524b2da40c8a6d703c62be36b5d8540626,75,0,1inch Network
0xed2f0a3855a954fac8116e5e39247c490e1476cf,71,1
0x66646ada16db1177671db4d3e5d65152ed10db4a,71,1
0x85b931a32a0725be14285b66f1a22178c672d69b,70,1
0x1bff026a22e1cc46ffac53e491a3e5591b2a80a5,67,1
0x708396f17127c42383e3b9014072679b2f60b82f,65,1
0xe069cb01d06ba617bcdf789bf2ff0d5e5ca20c71,64,0
0xbd2b7db3bc96adcb25ccb042e9fedb259c1211e1,64,1
0xd38b2859cbaf492d7eb97abf8f26885c4941496d,63,1
0x03089c7646263e0e84e168d5dffe531bb9dad93b,61,1
0x91ae9ca2050dfc4a0479fd81b902d2a0447e9f42,58,1
0x59f7a66a2fbcaf203cee71359b51142238f85b78,56,0
0x43dd77ffa2ebd52fc76fc7bd290a5c4c09f9d23e,54,1
0x11111254369792b2ca5d084ab5eea397ca8fa48b,54,0
0x441cacfd43856409b163b90e094bb42aeb70a70e,53,1
0xc7807e24338b41a34d849492920f2b9d0e4de2cd,52,1
0x19d1666f543d42ef17f66e376944a22aea1a8e46,50,0
0xb26314635252b4ee8b454423e5299a092dea8a4a,47,1
0x55b10d02055870d86d980dc99f20025a986c1366,47,1
0x24ba1542f8a0a20e8251d096213384cfb0ee3dbc,46,1
0x0d04146b2fe5d267629a7eb341fb4388dcdbd22f,45,0
0x9bc2f223026c252c8ef5f7f33f00f4bee21434b8,42,1
0x7a250d5630b4cf539739df2c5dacb4c659f2488d,41,0
0x5620cbd6626669953e302ebe68608e0bc1c1b206,40,1
0x0f71dcff39ab3a817d02b6b3b808ffa21d3f67c1,35,1
0x8248c5709b0835366821d0cae83bdb7e2cf66a53,34,1
0x7c66550c9c730b6fdd4c03bc2e73c5462c5f7acc,31,0
0x0000000000007f150bd6f54c40a34d7c3d5e9f56,30,0
0x804cbb1fe6d4152059b0336f9e62b5d118d9c608,30,1
0xf60c2ea62edbfe808163751dd0d8693dcb30019c,28,1
0x73f9b272abda7a97cb1b237d85f9a7236edb6f16,28,1
0xba12222222228d8ba445958a75a0704d566bf2c8,25,0
0x20e3a9cf9f2d4773de24fb50b1eff25fed70acc3,25,1
0xefbbb0509993ab9b751f9ab137c77c20e7273a97,23,1
0x06279491231653c54f67c714bc97556672fa464c,22,1
0xd47140f6ab73f6d6b6675fb1610bb5e9b5d96fe5,22,0
0x6317c5e82a06e1d8bf200d21f4510ac2c038ac81,22,0
0xe33c8e3a0d14a81f0dd7e174830089e82f65fc85,21,0
0xf7f90d8468bfac3d04ddc30d6ada0aab9339d96b,21,1
0x75e89d5979e4f6fba9f97c104c2f0afb3f1dcb88,21,1
0xd152f549545093347a162dce210e7293f1452150,20,0
