timestamp,num_edges,num_nodes,degree_mean,degree_std,top10_degree_mean,top10_degree_std,top10_degree_ratio,degree_centrality_mean,degree_centrality_std,modularity,transitivity,eigenvector_centrality_mean,eigenvector_centrality_atd,closeness_centrality_mean,closeness_centrality_std,num_components,giant_com_ratio,num_core,avg_core_neighbor
2021-04-05,1006,612,2.843137254901961,23.38694615139716,88.1,161.4282812892462,30.986896551724136,0.0046532524630146,0.0382765076127613,0.3375908310212709,0.0002840740959933,0.0288894115373439,0.0282734651065369,0.4390608361997735,0.0576027827581981,1,1.0,6,144.16666666666666
2021-04-06,1001,584,3.0753424657534247,21.49238017774288,89.5,139.09870596091108,29.102449888641424,0.0052750299584106,0.0368651461024749,0.3526358996235137,0.0003510183187685,0.0286218803434706,0.0298850586870319,0.396916942419638,0.060680145199952,1,1.0,6,146.5
2021-04-07,704,410,3.1951219512195124,17.423728581106136,66.1,91.48273061075515,20.687786259541983,0.0078120341105611,0.0426008033767876,0.352959617737894,0.0009894303708008,0.0343642951652949,0.0354699817879344,0.3821012268060783,0.0571061412728063,1,1.0,5,128.2
2021-04-08,498,316,2.9556962025316458,14.277912896050347,48.1,65.76693698204288,16.273661670235544,0.0093831625477195,0.045326707606509,0.3735974762596921,0.0009962865682456,0.0400274196451484,0.0395267332140729,0.3675281838901462,0.0549816439532424,1,1.0,5,92.4
2021-04-09,402,251,2.8764940239043826,12.207889049250442,37.2,50.0475773639444,12.932409972299167,0.0115059760956175,0.0488315561970017,0.404485846486752,0.0024766523915174,0.0459149651013127,0.0433114271845796,0.3614260223972297,0.050387749753472,1,1.0,5,71.2
2021-04-10,404,254,3.015748031496063,12.822215129157744,39.3,52.86407097452862,13.03159268929504,0.0119199526936603,0.0506806922101096,0.3744759320739796,0.0016626639571402,0.0450678780870097,0.0436565486353444,0.3695451884353775,0.0552328872094415,1,1.0,5,74.8
2021-04-11,400,271,2.782287822878229,12.646215684924496,38.4,54.83830777841344,13.80159151193634,0.0103047697143638,0.0468378358700907,0.4118336159404485,0.0009399337570495,0.0437787753065632,0.0421124178007682,0.3628341210358474,0.0533021371991572,1,1.0,5,73.8
2021-04-12,365,236,2.906779661016949,12.233939515548329,35.3,49.26469323968232,12.14402332361516,0.0123692751532636,0.0520593170874396,0.3770665284022814,0.0013104013104013,0.0468101367209573,0.0452338284446333,0.3648763832108395,0.0573663914064121,1,1.0,5,67.6
2021-04-13,459,303,2.891089108910891,14.217244902203143,44.8,65.5542523410953,15.495890410958904,0.009573142744738,0.0470769698748448,0.3635271366318466,0.0003815458967918,0.0409468725965916,0.0402949582151638,0.3673827318021086,0.0638909499438376,2,0.9933993399339934,4,107.5
2021-04-14,570,370,2.902702702702703,15.428693635236677,54.3,77.95774496482053,18.706703910614525,0.0078664029883542,0.0418121778732701,0.3862585784186234,0.0005992010652463,0.0365013132248928,0.0370183310747658,0.3660857058486647,0.0620721077199339,2,0.9945945945945946,5,105.0
2021-04-15,691,424,3.042452830188679,16.700414909054427,64.0,89.44830909525345,21.03565891472868,0.0071925598822427,0.0394808863098213,0.3857328285559762,0.0008933741417817,0.0340227845155319,0.0346545913242013,0.3731555964422119,0.0550195626509918,1,1.0,7,89.71428571428571
2021-04-16,394,254,2.94488188976378,12.749436971736682,38.3,53.08116426756293,13.00561497326203,0.0116398493666552,0.0503930315088406,0.3744745345877777,0.0014037714660053,0.0451806323263959,0.0435398476869496,0.3707121345480814,0.0554966911014238,1,1.0,5,73.4
2021-04-17,386,250,2.92,12.4045797994128,37.4,50.99058736668955,12.808219178082192,0.011726907630522,0.0498175895558746,0.3793807468568212,0.001053423626787,0.0457028671626934,0.0437178216876047,0.3660869185942807,0.0526881652286103,1,1.0,5,71.2
2021-04-18,900,486,3.419753086419753,19.88042290178577,81.9,113.54157828742738,23.949097472924187,0.0070510372915871,0.0409905626840943,0.3104852431573749,0.0007649002570064,0.0316526482201943,0.0324918917481409,0.3863679880795949,0.075390237355381,5,0.9814814814814816,7,115.14285714285714
2021-04-19,521,318,3.0754716981132075,14.40302517568664,49.0,66.3716807079646,15.932515337423313,0.0097018034640795,0.0454354106488537,0.367803329695008,0.0014118062295949,0.0394748343069164,0.0398295310604054,0.3693338830177624,0.0574868802577412,1,1.0,6,79.0
2021-04-20,278,181,2.9281767955801103,10.27577376698124,27.5,35.57035282366482,9.391509433962264,0.0162676488643339,0.0570876320387846,0.3940548237807048,0.0026820303963444,0.0532636549993588,0.0518444301209138,0.3627648552453615,0.0538558996343884,1,1.0,5,51.8
2021-04-21,539,311,3.260450160771704,13.230324654844884,50.8,55.60179853206189,15.580670611439842,0.0105175811637796,0.0426784666285318,0.4137090593622227,0.0021152829190904,0.0400379778373354,0.0401546312932683,0.3546759947680468,0.0502787057828034,1,1.0,7,70.57142857142857
2021-04-22,693,417,3.1270983213429258,15.11286584742376,63.5,75.94636265154507,20.306365030674847,0.0075170632724589,0.0363290044409224,0.4287221479920208,0.0012242899118511,0.0337927120080957,0.0354419828721544,0.3508939908886233,0.0512688344529614,1,1.0,7,88.42857142857143
2021-04-23,673,388,3.206185567010309,15.055182444586704,60.8,73.25407838475616,18.963344051446946,0.0082847172274168,0.0389022802185703,0.4133060555618737,0.0013232180663373,0.0347242047068319,0.037034432560887,0.3496584364865419,0.0686552425976285,3,0.9845360824742267,9,67.0
