address,core_days_cnt,type,note
0x6cc77142f4da3c8e00f0c3383a648f8488ebc937,21,0
0xa9c441acadeafdf2db379d70f11d5f1b98736780,21,0
0xe98f89a2b3aecdbe2118202826478eb02434459a,20,0
0xacb83e0633d6605c5001e2ab59ef3c745547c8c7,19,0
0x06cb7c24990cbe6b9f99982f975f9147c000fec6,19,0
0xe4e8f73096301b0938b896a79521088633b85b75,18,0
0x502700f282e6bfc2bb3b805893fadffacf688e7b,18,0
0xc176761d388caf2f56cf03329d82e1e7c48ae09c,18,0
0x639fc088ef2c18ff2471a096c03caa728502b128,18,1
0x3031745e732dce8fecccc94aca13d5fa18f1012d,18,0
0x48598b64d88ab649e49e82f9e328eeee5011a8ff,18,0
0x942f9ce5d9a33a82f88d233aeb3292e680230348,17,1
0x4f9dde745bf54f207dfc1fe34896d6752c63ad07,17,0
0x26e4aeb870f7e9cd8a0877f8ab672ff8113720a7,17,0
0x26b4b107dce673c00d59d71152136327cf6dfebf,16,0
0xb0fa2beee3cf36a7ac7e99b885b48538ab364853,16,0
0x6b74fb4e4b3b177b8e95ba9fa4c3a3121d22fbfb,16,0
0xa81011ae274ef6debd3bdab634102c7b6c2c452d,16,0
0xf2d4766ad705e3a5c9ba5b0436b473085f82f82f,16,0
0xa5025faba6e70b84f74e9b1113e5f7f4e7f4859f,15,0
0xbfae42a79ff045659dd0f84e65534f5c4c810023,15,1
0x226e7af139a0f34c6771deb252f9988876ac1ced,14,0
0x75ce0e501e2e6776fcaaa514f394a88a772a8970,14,0
0xeef86c2e49e11345f1a693675df9a38f7d880c8f,14,0
0xd55684f4369040c12262949ff78299f2bc9db735,14,0
0x737901bea3eeb88459df9ef1be8ff3ae1b42a2ba,14,0
0x9ae49c0d7f8f9ef4b864e004fe86ac8294e20950,14,0
0xc36442b4a4522e871399cd717abdd847ab11fe88,14,0
0x35b6f9e6300aa6c722ea189e096b0b073025806f,14,0
0x2c6264619d2f598a003d1c857e46edb95b22c75c,14,0
0x8f26d7bab7a73309141a291525c965ecdea7bf42,13,0
0x66408934ab87c3791fbbe3293dee31c009f082cd,13,0
0x92c2fc5f306405eab0ff0958f6d85d7f8892cf4d,13,0
0x26f39ba401c8bdc9889585c07ba3e9f7c6d2a7ca,13,0
0xe5859f4efc09027a9b718781dcb2c6910cac6e91,13,0
0x1e30124fde14533231216d95f7798cd0061e5cf8,13,0
0xf00e80f0de9aea0b33aa229a4014572777e422ee,13,0
0xc2c505613aaca4d5f333d3a4e0177e99fe233c37,13,0
0xf17698d106d1ceae963a8171efeb33d014e4d514,13,1
0x6976e65a31524b72453f40be0125727997e27253,13,0
0x980a07e4f64d21a0cb2ef8d4af362a79b9f5c0da,13,0
0x82484b7e77e4b80de6d78bdf9014e44cc715f66a,13,0
0x2a49eae5cca3f050ebec729cf90cc910fadaf7a2,12,0
0xcf1394c5e2e879969fdb1f464ce1487147863dcb,12,0
0xeb21209ae4c2c9ff2a86aca31e123764a3b6bc06,12,0
0xf121cd3955f55bb13d546c29c32962d0e853095a,11,0
0x3328f5f2cecaf00a2443082b657cedeaf70bfaef,11,0
0x3a5bd1e37b099ae3386d13947b6a90d97675e5e3,11,1
0x167a9333bf582556f35bd4d16a7e80e191aa6476,11,1
0x8e4e0257a4759559b4b1ac087fe8d80c63f20d19,11,0
0xf8ce90c2710713552fb564869694b2505bfc0846,11,0
0x02d24cab4f2c3bf6e6eb07ea07e45f96baccffe7,11,1
0xbea927071df1e32cfb932ecb82d623f04faaf8c0,11,0
0x35101c731b1548b5e48bb23f99edbc2f5c341935,10,0
0xec54859519293b8784bc5bf28144166f313618af,10,0
0x8c82d963eb282cb7a751e551e3997ba66c2c8237,10,0
0x0000006daea1723962647b7e189d311d757fb793,10,0
0xcb0c5d9d92f4f2f80cce7aa271a1e148c226e19d,10,0
0x4aa817c6f383c8e8ae77301d18ce48efb16fd2be,10,0
0xfe793bc3d1ef8d38934896980254e81d0c5f6239,10,0
0x024cc95611d478dd367240e72c82662d9e390a6a,10,0
0x60626db611a9957c1ae4ac5b7ede69e24a3b76c5,10,0
0x10c6b61dbf44a083aec3780acf769c77be747e23,10,1
0x0a236b41add0073df05eac5fc8505ad745c7859d,10,0
0x00000000ae347930bd1e7b0f35588b92280f9e75,10,0
0x20d08e58952bb70ff0ec1271085ca969c14be2a3,10,1
0x18aa467e40e1defb1956708830a343c1d01d3d7c,10,1
0xeebec7874f46c4452610a11fa6be0264f7f0557f,10,0
0x32a3256a4b15badd4a6e072a03d23404d925a5cf,9,0
0x03f955ad67d0027e0baf3dccc3d1fb5f665e61f9,9,1
0x8fdd31b72cc18c965e6a7bc85174994e72799732,9,0
0x24ba1542f8a0a20e8251d096213384cfb0ee3dbc,9,1
0x42780f29141e554f6c8aeff0c7a6b60f33c00a8e,9,1
0x235abfad01eb1bda28ef94087fbaa63e18074926,9,0
0x1db681925786441ba82adefac7bf492089665ca0,9,0
0x706b21bf60adb79d2326d39086e4c27766193185,9,0
0x1cf0df2a5a20cd61d68d4489eebbf85b8d39e18a,9,0
0x4a9596e5d2f9bef50e4de092ad7181ae3c40353e,9,0
0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f,9,0
0xa03d3611b34c3c49dbcb8206ed08fe6467f684a5,9,1
0x3f428deef40aa50d18ace8ec44ff47c496d3ef80,9,0
0x2b5634c42055806a59e9107ed44d43c426e58258,9,1
0xfc0dd985f6de9c2322ebd97c3422b0857c4d78c7,9,0
0xf19f4490a7fccfef2dab8199acdb2dc1b9027c18,9,0
0xfb76e9be55758d0042e003c1e46e186360f0627e,8,0
0xd43c482507725ecba217e3e8a6acf78f14be24dd,8,0
0x802275979b020f0ec871c5ec1db6e412b72ff20b,8,0
0xfcba3e75865d2d561be8d220616520c171f12851,8,0
0xb5e25babda6a327915caf51feb34a6596fe22fdc,8,0
0x1b8874baceaafba9ea194a625d12e8b270d77016,8,0
0xfff7e0b1edfc639c5f09a25710942a1cca8fd957,8,0
0xb3e325b62c0c3222c1adc16f530d5dba7a01f7ba,8,0
0x467194771dae2967aef3ecbedd3bf9a310c76c65,8,0
0xc3037b2a1a9e9268025ff6d45fe7095436446d52,8,0
0xe03a36e18aeddad9cf778d5c3d6ea0b83ce7d577,8,0
0xf2f400c138f9fb900576263af0bc7fcde2b1b8a8,8,0
0xbf528cb0d60a9837f1771d343e42a1440ec76824,7,1
0x661c650c8bfcde6d842f465b3d69ed008638d614,7,0
0x6949bb624e8e8a90f87cd2058139fcd77d2f3f87,7,0
0x2ad672fda8a042c4c78c411bf9d4f1b320aa915a,7,0
0x83a8d39de53f4b679154fb19beec37288bb96f28,7,0
0xebd12620e29dc6c452db7b96e1f190f3ee02bde8,7,0
0x9021c84f3900b610ab8625d26d739e3b7bff86ab,7,0
0xc83e9d6bc93625863ffe8082c37ba6da81399c47,7,0
0x75e89d5979e4f6fba9f97c104c2f0afb3f1dcb88,7,1
0x0dea42987d029c6bef4f95b92c0789ff9b374b45,7,0
0x1879bee186bffba9a8b1cad8181bbfb218a5aa61,7,0
0x075e72a5edf65f0a5f44699c7654c1a76941ddc8,7,1
0xa746c67eb7915fa832a4c2076d403d4b68085431,7,0
0x3b12e1fbb468bea80b492d635976809bf950186c,7,0
0x2ebbb7feb4366bd1852fce4cd22b91c6dfff4650,7,1
0xb8001c3ec9aa1985f6c747e25c28324e4a361ec1,7,1
0x87619715b9e5beee8f2cb1d33387ea6fc6b2ce34,7,0
0xe8c904dc650e6fcb3fe39cc82b40bd897c83d8fa,7,1
0x0e236240c4e9a26e4e8d6d516fc2c028f6fdc3bb,7,0
0xda816459f1ab5631232fe5e97a05bbbb94970c95,7,0
0xe627243104a101ca59a2c629adbcd63a782e837f,7,1
0x0000000000a8fb09af944ab3baf7a9b3e1ab29d8,7,0
0x57755f7dec33320bca83159c26e93751bfd30fbe,6,0
0x70d8682dddd33571722d14aa327049dad869aee9,6,0
0xf6b171b1d778194b4bde6af91ce0cdeb01825a9b,6,1
0x53463cd0b074e5fdafc55dce7b1c82adf1a43b2e,6,0
0x2b25da9915c69bbdc23e98612d31a08f3457fa72,6,1
0x6a0c50788e462f322959a2458687096994d66316,6,0
0x9754411f775c54d6bd8e8db01507a34c272abc02,6,0
0xd12ff490eed822924f022ded3d272f3eebd3859e,6,0
0xea7952fac7ff6e997d895c1566599b86b91444c0,6,0
0x672c973155c46fc264c077a41218ddc397bb7532,6,0
0x11b11301e1d47f457fb413dc7e48efb777b0fa28,6,1
0xac7e32eb5cec7eb7b6b43a305b64d1d3487b97a0,6,0
0x59f54eed3e1ea731adbfb0e417490f9b50e31b10,6,0
0x6e16394cbf840fc599fa3d9e5d1e90949c32a4f5,6,0
0x2c6b36530c0f25fa2765e2901101b4fcf149dec4,6,0
0x35ffd6e268610e764ff6944d07760d0efe5e40e5,6,0
0x738cf6903e6c4e699d1c2dd9ab8b67fcdb3121ea,6,1
0x5591f644b377ed784e558d4be1bba78f5a26bdcd,6,0
0xe5f4990e19d6847f6da9c466fcd8fa0d2f600aca,6,1
0x782c578b5bc3b9a1b6e1e54f839b610ac7036ba0,6,0
0x1e158c0e93c30d24e918ef83d1e0be23595c3c0f,6,0
0xf6ce0526e8ee666441b7f5f0ebb78704f4c09746,6,0
0x391e8501b626c623d39474afca6f9e46c2686649,6,0
0xab768db196514df35722a99c37c8ae3581d6352b,6,0
0x8b3d70d628ebd30d4a2ea82db95ba2e906c71633,6,0
0xce0058827e6c89e625e524d2fe6e3ef3d9bb6a0c,6,0
0x06af07097c9eeb7fd685c692751d5c66db49c215,6,0
0x31cd9b3525946b521b01fab324b0aa1807a078a2,6,0
0xa249ee8255df0aa00a15262b16bca3efd66c3e4c,6,0
0x277947d84a2ec370a636683799351acef97fec60,6,0
0x8c19cf0135852ba688643f57d56be72bb898c411,6,0
0xf39e4e9ab99812872d4234bb021d15be4b7ed524,5,0
0x5880fcfd004ad477b16a9ab001b5f2bc6532c5bb,5,1
0xdd4c48c0b24039969fc16d1cdf626eab821d3384,5,0
0x9cd83be15a79646a3d22b81fc8ddf7b7240a62cb,5,1
0xe3d9988f676457123c5fd01297605efdd0cba1ae,5,0
0xff1f2b4adb9df6fc8eafecdcbf96a2b351680455,5,0
0xe85c8581e60d7cd32bbfd86303d2a4fa6a951dac,5,0
0x5f3e654edeedf8f236b8a8bc4b459ae4fed7f44d,5,0
0xae024f29c26d6f71ec71658b1980189956b0546d,5,0
0x274f3c32c90517975e29dfc209a23f315c1e5fc7,5,1
0xa80964c5bbd1a0e95777094420555fead1a26c1e,5,0
0xf76c5b19e86c256482f4aad1dae620a0c3ac0cd6,5,1
0xd664a89f39b98b71630668300f3498bc1bc1e7ea,5,1
0x2eee847bf1b899ef47222f933eb98085d0a2113b,5,1
0x2dba05b51ef5a7de3e7c3327201ca2f8a25c2414,5,0
0x8a3960472b3d63894b68df3f10f58f11828d6fd9,5,0
0xeb91a27e79bddbac9569d512f15064c8466883da,5,0
0xc37e165fcfa2cb5cca7329dd9daa8cd72907b983,5,1
0x99b36fdbc582d113af36a21eba06bfeab7b9be12,5,0
0x7995754af985b0f069abb1d239df1d670a8c27e0,5,1
0xd6ea703c547232b54fa83e62d7b0cd3086b1876c,5,0
0x998497ffc64240d6a70c38e544521d09dcd23293,5,1
0x3058ef90929cb8180174d74c507176cca6835d73,5,0
0xbd3316c31c48a3cd9a014a8315d05356c5723cf4,5,0
0x3ab6564d5c214bc416ee8421e05219960504eead,5,0
0x7566126f2fd0f2dddae01bb8a6ea49b760383d5a,5,0
0x1c727a55ea3c11b0ab7d3a361fe0f3c47ce6de5d,5,1
0x007e383bf3c3ffa12a5de06a53bab103335eff28,5,0
0x2e91728af3a54acdced7938fe9016ae2cc5948c9,5,1
0x43b4fdfd4ff969587185cdb6f0bd875c5fc83f8c,5,0
0x7b065a771d6e5bfbd67d8e8b15640feed06fe075,5,0
0xf2d5cba15c8367dd016fc9c4711443e61c7d95a6,5,0
0x20e3a9cf9f2d4773de24fb50b1eff25fed70acc3,5,1
0x3333333acdedbbc9ad7bda0876e60714195681c5,5,0
0xc1b6296e55b6ca1882a9cefd72ac246acde91414,5,0
0x01d26f8c5cc009868a4bf66e268c17b057ff7a73,5,0
0x23c1f4caaab3d3c978d3a1b8bbda22bef0320f84,4,0
0x38dda02b4b8ede3e4bc17675c3c6af98d462bccf,4,0
0xc5e4b72acccc8d493b7ce111ed0ef404ae0cf315,4,1
0x4b8810b079eb22ecf2d1f75e08e0abbd6fd87dbf,4,1
0xe3a97c2e93f45ddd3ab3462f3ad8f03960ca5778,4,1
0x517f9dd285e75b599234f7221227339478d0fcc8,4,0
0x8c28cf33d9fd3d0293f963b1cd27e3ff422b425c,4,1
0x8ab3e1faeb44b51e003a8bf1338b090dd5247e50,4,0
0x63c24f164fa69f4db7f45f211a8e089c157b4747,4,1
0x54a2d158c110ad1f1f2287558684e43c114420e7,4,0
0x9531c059098e3d194ff87febb587ab07b30b1306,4,1
0x3a044f767c56d24507f2b740ce1ed2024a235b40,4,1
0xbef9124b9a1593982bb126bd97c1b8996caebade,4,1
0xbaf660b4b3e6a62dd9d8f1784ebbff0493a6ce2e,4,0
0x0dec362bed75515b0b2a0a076038b69642b484f1,4,1
0xa10c7ce4b876998858b1a9e12b10092229539400,4,0
0x175789024955c56b06a618806fc13df71d08a377,4,0
0x3ccb0f1f6cc0709f491a2d25b4fbca5fe78870e8,4,1
0x6571d6be3d8460cf5f7d6711cd9961860029d85f,4,0
0x765be0ee8e1857a8d7e906afa07cf0d2cf36ff59,4,0
0xfaf5125553f669250c44c7a38c4208ba45e3f18e,4,0
0x4e1f89de12c51047ff4137d1f6aed25fcc9aae52,4,0
0x858ca8813b0f36c9e6e3528383600867bdd4d259,4,0
0xa344eaf353b7a32fc60c947583ccb5e5481a65ae,4,0
0xb3c839dbde6b96d37c56ee4f9dad3390d49310aa,4,0
0x21a4021f4794715827fb534161305ea532becf83,4,0
0x5e37996bcff8c169e77b00d7b6e7261bbc60761e,4,0
0x2dccdb493827e15a5dc8f8b72147e6c4a5620857,4,0
0x17e8ca1b4798b97602895f63206afcd1fc90ca5f,4,0
0x0093e5f2a850268c0ca3093c7ea53731296487eb,4,1
0x90e18a6920985dbacc3d76cf27a3f2131923c720,4,1
0xe2247449507fc8f4d79a476e9921ad592ce8dd5b,4,0
0x66c58b0ed9f987c19177aa5949c3100beda982f5,4,0
0x2e703d658f8dd21709a7b458967ab4081f8d3d05,4,0
0xceaf7747579696a2f0bb206a14210e3c9e6fb269,4,0
0x6bd7f00fc00b547f4a7aad20f9a6511c8ae13087,4,1
0x675a8fa1cf8a9c3bf2c49ff14fdcaa01b11dd842,4,0
0x9ab3edd567fa8b28f6abc1fb14b1fb7a30140575,4,0
0xbee77ef21a892237a9b484cbc8e1140c3fb554df,4,1
0xe7f8633b87a54c9267871e7405c6e09fcf771334,4,0
0xb27732feae161e1f42cfcd2b716bbf7f987fb984,4,0
0xb435871b0959561226b4d903b1abf79528177e81,4,1
0x48ecfe95e25d577b37c25be93326d76b34baf482,4,1
0x187bab68eef328db8c495a0eb222c3532026570f,4,0
