timestamp,num_edges,num_nodes,degree_mean,degree_std,top10_degree_mean,top10_degree_std,top10_degree_ratio,degree_centrality_mean,degree_centrality_std,modularity,transitivity,eigenvector_centrality_mean,eigenvector_centrality_atd,closeness_centrality_mean,closeness_centrality_std,num_components,giant_com_ratio,num_core,avg_core_neighbor,significance
2021-04-09,481,255,3.4274509803921567,12.988442500952077,45.0,49.889878733065686,13.129290617848971,0.013493901497606913,0.051135600397449125,0.3768595950128031,0.011032343819229065,0.04480343913107732,0.0437518053282241,0.38942209866179317,0.04952257428755069,1,1.0,3,113.66666666666667,0.0
2021-04-10,502,259,3.6216216216216215,13.744906942879346,48.0,53.16577846698005,13.253731343283583,0.01403729310706055,0.05327483311193545,0.36231195530116705,0.012609457092819614,0.04371974842127682,0.04415413297737976,0.39447706174687636,0.053270322702859085,1,1.0,3,120.0,0.0
2021-04-11,501,276,3.391304347826087,13.64983133229587,47.9,55.42463351254566,14.124358974358975,0.012332015810276683,0.04963575029925771,0.38376387975746945,0.010733852633148223,0.04273637698390249,0.04238856553466817,0.39535276112237466,0.05037147556218328,1,1.0,3,120.33333333333333,0.0
2021-04-12,460,241,3.5518672199170123,13.248910024807321,44.2,49.91753199027372,12.444158878504675,0.014799446749654218,0.05520379177003052,0.34424130928465363,0.01240784031648984,0.04568897960402999,0.045408091086320046,0.39951107981996087,0.052783686880898954,1,1.0,3,110.33333333333333,0.0
2021-04-13,611,315,3.6634920634920634,15.939003788623257,59.2,69.2817436270191,16.15944540727903,0.011667172176726316,0.05076115856249445,0.3352471547987709,0.010830324909747292,0.03938968577953768,0.04028716704848392,0.406350330016178,0.05964447425821517,2,0.9936507936507937,3,154.66666666666666,0.0
2021-04-14,758,379,3.7519788918205803,17.61256193098101,71.9,83.44033796671727,19.163220815752464,0.00992587008418143,0.04659407918248944,0.33057677129140034,0.009581824168587421,0.03524452111310717,0.03736771546332973,0.4023145920019003,0.059779836201551334,2,0.9947229551451188,3,186.33333333333334,0.0
2021-04-15,920,437,3.940503432494279,19.357320122100706,85.6,97.5911881267976,21.723112659698025,0.009037851909390548,0.0443975232158273,0.33067928738023067,0.008494757419584147,0.032983635521832096,0.03464692348843875,0.41395158507417795,0.04945979503831928,1,1.0,3,220.0,0.0
2021-04-16,504,262,3.6030534351145036,13.89006970745866,48.3,54.45006887047986,13.405296610169492,0.0138048024333889,0.053218657882983376,0.35120789643780526,0.011885446930536166,0.043829402057552494,0.043540526046514136,0.40043974316441083,0.05185381542644376,1,1.0,3,119.0,0.0
2021-04-17,494,256,3.59375,13.572109211080642,47.0,52.358380418038145,13.078260869565218,0.014093137254901958,0.05322395769051232,0.3351370510396975,0.011384280004844375,0.04445360278970152,0.04393321293754249,0.39976390725214705,0.050888497958096496,1,1.0,3,115.66666666666667,0.0
2021-04-18,1162,515,4.14757281553398,21.90592350027813,105.5,119.12283576208216,25.43656367041199,0.008069207812322917,0.04261852821065785,0.27159169016257767,0.006287028866759107,0.030440139299994735,0.03186134793464395,0.41547168125506223,0.06536750493921457,4,0.9883495145631068,5,204.2,0.0
2021-04-19,644,328,3.682926829268293,15.500887503136388,60.5,67.29375899739885,16.427152317880793,0.011262773178190499,0.047403325697664804,0.3250200100872768,0.008701798859259981,0.0387742277286653,0.039310809605634975,0.3957411020474457,0.05530667815487293,1,1.0,3,150.33333333333334,0.0
2021-04-20,364,190,3.6315789473684212,11.507482811841168,35.7,37.66443946217705,9.830434782608696,0.019214703425229743,0.06088615244360407,0.32386473429951695,0.014679715302491103,0.0514674442616211,0.05112983547708485,0.3964129727375774,0.05415822941807895,1,1.0,5,66.8,0.0
2021-04-21,686,325,3.9384615384615387,14.827704758402998,63.9,58.38227470731163,16.224609375,0.012155745489078822,0.04576452085926851,0.35468994140625004,0.009811742182514358,0.03854099959944082,0.03989378932614661,0.38899584968545103,0.05152177892488425,1,1.0,4,131.75,0.0
2021-04-22,835,423,3.6879432624113475,16.212886952509177,76.1,75.61276347284235,20.634807692307692,0.008739202043628788,0.038419163394571514,0.38002218934911247,0.006552148515366348,0.03393829652354029,0.034817498803528156,0.37944504189675116,0.05144399496954182,1,1.0,5,140.2,0.0
2021-04-23,829,406,3.7438423645320196,16.197621883917495,74.3,74.24425903731547,19.845921052631578,0.009244055221066716,0.039994128108438255,0.36761166897506925,0.006504652633480892,0.034057453877624544,0.036099086173552786,0.37838829310983496,0.0680669753512889,3,0.9852216748768473,5,137.2,0.0
2021-04-24,998,519,3.5915221579961463,18.035578341776052,91.7,94.50402107847052,25.532349785407728,0.00693344045945202,0.03481771880651747,0.39545879459927413,0.005562913907284768,0.03040747405810267,0.03165703389467977,0.37856604754348666,0.05410855451082319,2,0.9980732177263969,5,170.0,0.0
2021-04-25,813,447,3.41834451901566,15.892731132572019,74.6,77.98102333260317,21.823429319371726,0.0076644495942055175,0.035633926306215286,0.4070817685918698,0.006483816188956929,0.03265571564260915,0.034216088338579045,0.3684368348623253,0.05046296393235491,1,1.0,5,140.4,0.0
2021-04-26,833,441,3.505668934240363,16.103564754275908,75.8,77.8226188199806,21.622121604139714,0.007967429396000822,0.03659901080517251,0.40693589767191213,0.006800534569384061,0.03290592515693103,0.03442054307694138,0.3766685619204513,0.04994861582793481,1,1.0,5,140.8,0.0
2021-04-27,704,380,3.5052631578947366,14.726541512885772,66.1,64.73708365380695,18.85735735735736,0.00924871545618664,0.03885631006038462,0.40967544120697286,0.008046834911601436,0.035525981236872936,0.03700653461925025,0.3707792532969578,0.04934811937393505,1,1.0,5,122.0,0.0
